Well,UTM E/W,UTM N/S,TVD,inline,xline
15-9_F12,434628.084,6478460.59,2154.5,10134.0,2307.0
15-9_F12,434627.501,6478459.153,2164.38,10134.0,2307.0
15-9_F12,434627.037,6478457.67,2174.26,10134.0,2307.0
15-9_F12,434626.696,6478456.137,2184.13,10134.0,2307.0
15-9_F12,434626.492,6478454.552,2194.01,10134.0,2307.0
15-9_F12,434626.437,6478452.916,2203.87,10134.0,2307.0
15-9_F12,434626.529,6478451.233,2213.73,10134.0,2307.0
15-9_F12,434626.751,6478449.5,2223.57,10133.0,2307.0
15-9_F12,434627.087,6478447.734,2233.41,10133.0,2307.0
15-9_F12,434627.543,6478445.956,2243.24,10133.0,2307.0
15-9_F12,434628.102,6478444.161,2253.06,10133.0,2307.0
15-9_F12,434628.761,6478442.335,2262.87,10133.0,2307.0
15-9_F12,434629.528,6478440.479,2272.67,10133.0,2307.0
15-9_F12,434630.404,6478438.593,2282.45,10133.0,2307.0
15-9_F12,434631.39,6478436.663,2292.21,10133.0,2306.0
15-9_F12,434632.49,6478434.689,2301.95,10132.0,2306.0
15-9_F12,434633.719,6478432.666,2311.67,10132.0,2306.0
15-9_F12,434635.081,6478430.597,2321.35,10132.0,2306.0
15-9_F12,434636.574,6478428.485,2331.01,10132.0,2306.0
15-9_F12,434638.198,6478426.34,2340.65,10132.0,2306.0
15-9_F12,434639.939,6478424.182,2350.25,10132.0,2306.0
15-9_F12,434641.783,6478422.02,2359.84,10132.0,2305.0
15-9_F12,434643.741,6478419.863,2369.41,10131.0,2305.0
15-9_F12,434645.825,6478417.716,2378.95,10131.0,2305.0
15-9_F12,434646.16,6478417.384,2380.42,10131.0,2305.0
15-9_F12,434652.954,6478411.265,2408.14,10131.0,2304.0
15-9_F12,434664.212,6478402.638,2448.02,10131.0,2303.0
15-9_F12,434676.134,6478394.057,2486.21,10130.0,2302.0
15-9_F12,434689.734,6478384.453,2523.59,10130.0,2301.0
15-9_F12,434705.848,6478373.978,2559.08,10129.0,2299.0
15-9_F12,434724.559,6478363.42,2593.72,10129.0,2298.0
15-9_F12,434744.597,6478353.401,2626.56,10128.0,2296.0
15-9_F12,434767.378,6478342.904,2658.24,10128.0,2294.0
15-9_F12,434793.077,6478331.961,2687.9,10128.0,2292.0
15-9_F12,434820.561,6478321.649,2715.05,10127.0,2290.0
15-9_F12,434850.43,6478312.757,2740.77,10127.0,2287.0
15-9_F12,434880.771,6478305.509,2764.61,10127.0,2285.0
15-9_F12,434912.733,6478298.256,2788.51,10127.0,2282.0
15-9_F12,434935.211,6478292.975,2804.89,10127.0,2280.0
15-9_F12,434976.789,6478284.38,2834.92,10127.0,2277.0
15-9_F12,434993.339,6478281.882,2846.95,10128.0,2275.0
15-9_F12,435037.788,6478276.848,2879.53,10128.0,2272.0
15-9_F12,435066.566,6478273.353,2900.7,10128.0,2270.0
15-9_F12,435101.483,6478267.372,2926.57,10129.0,2267.0
15-9_F12,435133.44,6478260.38,2950.7,10129.0,2264.0
15-9_F12,435164.83,6478252.213,2974.65,10129.0,2261.0
15-9_F12,435195.839,6478243.088,2998.62,10128.0,2259.0
15-9_F12,435224.733,6478234.359,3021.33,10128.0,2256.0
15-9_F12,435256.206,6478224.854,3046.04,10128.0,2254.0
15-9_F12,435286.48,6478215.667,3069.84,10128.0,2251.0
15-9_F12,435316.636,6478206.926,3093.58,10128.0,2249.0
15-9_F12,435335.429,6478201.682,3108.36,10128.0,2247.0
