Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start_X,Start_Y,End_X,End_Y
Home,PASS,,2,89486,3579.44,89521,3580.84,12,7,0.26,0.25,0.2,0.04
Home,PASS,,2,89622,3584.88,89652,3586.08,7,5,0.12,0.04,0.1,0.24
Home,PASS,,2,89691,3587.64,89726,3589.04,5,7,0.08,0.18,0.17,0.08
Home,PASS,,2,89726,3589.04,89758,3590.32,7,2,0.17,0.08,0.31,0.17
Home,BALL LOST,CROSS-INTERCEPTION,2,89802,3592.08,89835,3593.4,2,,0.25,0.16,0.07,0.41
Away,RECOVERY,INTERCEPTION,2,89832,3593.28,89832,3593.28,16,,0.08,0.45,NaN,NaN
Away,BALL LOST,HEAD-CLEARANCE,2,89832,3593.28,89871,3594.84,16,,0.08,0.45,0.16,0.18
Home,RECOVERY,,2,89875,3595,89875,3595,5,,0.16,0.18,NaN,NaN
Home,PASS,HEAD,2,89875,3595,89900,3596,5,10,0.16,0.18,0.18,0.34
Home,PASS,,2,89955,3598.2,89967,3598.68,10,5,0.17,0.32,0.15,0.26
Home,PASS,,2,89978,3599.12,90005,3600.2,5,10,0.15,0.26,0.08,0.31
Home,SHOT,ON TARGET-GOAL,2,90005,3600.2,90026,3601.04,10,,0.08,0.31,0,0.54
Away,SET PIECE,KICK OFF,2,91705,3668.2,91705,3668.2,19,,NaN,NaN,NaN,NaN
Away,PASS,,2,91705,3668.2,91731,3669.24,19,21,0.5,0.51,0.42,0.48
Away,PASS,,2,91815,3672.6,91857,3674.28,21,17,0.46,0.56,0.51,0.95
Away,PASS,,2,91885,3675.4,91908,3676.32,17,15,0.48,0.93,0.37,0.84
Away,BALL LOST,INTERCEPTION,2,91908,3676.32,91958,3678.32,15,,0.37,0.84,0.48,0.44
Home,RECOVERY,,2,91952,3678.08,91952,3678.08,5,,0.49,0.46,NaN,NaN
Home,PASS,,2,91995,3679.8,92020,3680.8,5,8,0.42,0.59,0.27,0.8
Home,CHALLENGE,TACKLE-WON,2,92072,3682.88,92072,3682.88,8,,0.13,0.8,NaN,NaN
Home,BALL OUT,,2,92072,3682.88,92137,3685.48,8,,0.13,0.8,-0.01,0.81
Away,CHALLENGE,TACKLE-LOST,2,92073,3682.92,92073,3682.92,15,,0.12,0.78,NaN,NaN
Away,RECOVERY,,2,92578,3703.12,92578,3703.12,25,,0.05,0.52,NaN,NaN
Away,PASS,GOAL KICK,2,92578,3703.12,92648,3705.92,25,19,0.05,0.52,0.49,0.81
Away,BALL LOST,,2,92648,3705.92,92677,3707.08,19,,0.49,0.81,0.55,0.89
Home,RECOVERY,,2,92676,3707.04,92676,3707.04,4,,0.55,0.92,NaN,NaN
Home,BALL LOST,INTERCEPTION,2,92676,3707.04,92695,3707.8,4,,0.55,0.92,0.52,0.86
Away,RECOVERY,INTERCEPTION,2,92686,3707.44,92686,3707.44,19,,0.51,0.9,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,92703,3708.12,92707,3708.28,19,,0.52,0.94,0.57,0.88
Home,CHALLENGE,TACKLE-WON,2,92709,3708.36,92709,3708.36,4,,0.54,0.95,NaN,NaN
Home,RECOVERY,THEFT,2,92709,3708.36,92709,3708.36,4,,0.54,0.95,NaN,NaN
Home,BALL LOST,,2,92709,3708.36,92749,3709.96,4,,0.54,0.95,0.51,0.88
Away,RECOVERY,,2,92749,3709.96,92749,3709.96,17,,0.49,0.94,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,92749,3709.96,92823,3712.92,17,,0.49,0.94,0.86,0.83
Home,CHALLENGE,GROUND-WON,2,92822,3712.88,92822,3712.88,3,,0.84,0.85,NaN,NaN
Home,RECOVERY,INTERCEPTION,2,92822,3712.88,92822,3712.88,3,,0.84,0.85,NaN,NaN
Away,CHALLENGE,GROUND-LOST,2,92823,3712.92,92823,3712.92,24,,0.84,0.85,NaN,NaN
Home,PASS,,2,92832,3713.28,92877,3715.08,3,11,0.86,0.84,0.96,0.57
Away,CHALLENGE,TACKLE-FAULT-LOST,2,92839,3713.56,92839,3713.56,24,,0.88,0.83,NaN,NaN
Home,BALL LOST,FORCED,2,92877,3715.08,92948,3717.92,11,,0.96,0.57,0.52,0.72
Home,SET PIECE,FREE KICK,2,93567,3742.68,93567,3742.68,11,,NaN,NaN,NaN,NaN
Home,BALL LOST,INTERCEPTION,2,93567,3742.68,93670,3746.8,11,,0.87,0.81,0.33,0.47
Home,CHALLENGE,AERIAL-LOST,2,93670,3746.8,93670,3746.8,9,,0.35,0.55,NaN,NaN
Away,CHALLENGE,AERIAL-WON,2,93672,3746.88,93672,3746.88,16,,0.34,0.55,NaN,NaN
Away,RECOVERY,INTERCEPTION,2,93672,3746.88,93672,3746.88,16,,0.34,0.55,NaN,NaN
Away,BALL LOST,HEAD,2,93672,3746.88,93719,3748.76,16,,0.34,0.55,0.41,0.6
Home,RECOVERY,,2,93716,3748.64,93716,3748.64,12,,0.44,0.6,NaN,NaN
Home,PASS,,2,93716,3748.64,93747,3749.88,12,10,0.44,0.6,0.35,0.44
Home,BALL LOST,DEEP BALL,2,93775,3751,93839,3753.56,10,,0.34,0.45,0.07,0.46
Away,RECOVERY,,2,93839,3753.56,93839,3753.56,25,,0.06,0.45,NaN,NaN
Away,PASS,,2,93896,3755.84,93951,3758.04,25,19,0.1,0.42,0.36,0.8
Away,PASS,,2,94130,3765.2,94160,3766.4,19,17,0.6,0.86,0.53,0.94
Away,PASS,,2,94177,3767.08,94215,3768.6,17,19,0.53,0.94,0.64,0.97
Away,PASS,,2,94350,3774,94373,3774.92,19,21,0.63,0.94,0.61,0.73
Away,PASS,,2,94391,3775.64,94434,3777.36,21,16,0.61,0.71,0.5,0.51
Away,PASS,,2,94502,3780.08,94524,3780.96,16,20,0.56,0.42,0.57,0.26
Away,PASS,,2,94578,3783.12,94623,3784.92,20,22,0.64,0.23,0.77,0.05
Away,PASS,,2,94752,3790.08,94770,3790.8,22,21,0.77,0.13,0.7,0.16
Away,PASS,,2,94811,3792.44,94839,3793.56,21,18,0.7,0.16,0.81,0.04
Away,BALL LOST,CROSS-INTERCEPTION,2,94890,3795.6,94935,3797.4,18,,0.81,0.06,0.91,0.41
Home,RECOVERY,INTERCEPTION,2,94934,3797.36,94934,3797.36,3,,0.89,0.41,NaN,NaN
Home,PASS,HEAD-CLEARANCE,2,94934,3797.36,95006,3800.24,3,2,0.89,0.41,0.98,0.23
Home,BALL LOST,,2,95006,3800.24,95157,3806.28,2,,0.98,0.23,0.44,0.02
Away,RECOVERY,,2,95151,3806.04,95151,3806.04,21,,0.45,0.01,NaN,NaN
Away,PASS,,2,95165,3806.6,95247,3809.88,21,25,0.41,0.01,0.18,0.28
Away,PASS,,2,95264,3810.56,95301,3812.04,25,21,0.19,0.28,0.3,0.07
Away,PASS,,2,95421,3816.84,95464,3818.56,21,23,0.33,0.16,0.45,0.39
Away,PASS,,2,95464,3818.56,95597,3823.88,23,15,0.45,0.39,0.16,0.97
Away,PASS,,2,95597,3823.88,95617,3824.68,15,17,0.16,0.97,0.23,1
Away,PASS,,2,95617,3824.68,95672,3826.88,17,16,0.23,1,0.17,0.79
Away,PASS,,2,95772,3830.88,95804,3832.16,16,21,0.26,0.65,0.41,0.39
Away,PASS,,2,95856,3834.24,95904,3836.16,21,22,0.45,0.33,0.63,0.08
Away,BALL LOST,INTERCEPTION,2,95940,3837.6,95972,3838.88,22,,0.7,0.11,0.9,0.42
Away,CHALLENGE,TACKLE-LOST,2,95972,3838.88,95972,3838.88,23,,0.9,0.38,NaN,NaN
Home,CHALLENGE,TACKLE-WON,2,95974,3838.96,95974,3838.96,3,,0.9,0.4,NaN,NaN
Home,RECOVERY,THEFT,2,95974,3838.96,95974,3838.96,3,,0.9,0.4,NaN,NaN
Home,PASS,,2,95974,3838.96,96045,3841.8,3,2,0.9,0.4,0.96,0.23
Home,BALL OUT,,2,96106,3844.24,96178,3847.12,2,,0.94,0.1,0.64,-0.02
Away,SET PIECE,THROW IN,2,96359,3854.36,96359,3854.36,22,,NaN,NaN,NaN,NaN
Away,PASS,,2,96359,3854.36,96415,3856.6,22,19,0.67,-0.02,0.6,0.25
Away,CHALLENGE,GROUND-FAULT-WON,2,96433,3857.32,96433,3857.32,19,,0.6,0.27,NaN,NaN
Away,FAULT RECEIVED,,2,96433,3857.32,96433,3857.32,19,,0.6,0.27,NaN,NaN
Home,CHALLENGE,GROUND-FAULT-LOST,2,96445,3857.8,96445,3857.8,9,,0.61,0.29,NaN,NaN
Away,SET PIECE,FREE KICK,2,97234,3889.36,97234,3889.36,19,,NaN,NaN,NaN,NaN
Away,BALL OUT,,2,97234,3889.36,97318,3892.72,19,,0.61,0.27,1.01,0.65
Home,RECOVERY,,2,98069,3922.76,98069,3922.76,11,,0.96,0.47,NaN,NaN
Home,BALL LOST,GOAL KICK-INTERCEPTION,2,98069,3922.76,98139,3925.56,11,,0.96,0.47,0.33,0.63
Home,CHALLENGE,AERIAL-LOST,2,98139,3925.56,98139,3925.56,9,,0.37,0.61,NaN,NaN
Away,CHALLENGE,AERIAL-WON,2,98140,3925.6,98140,3925.6,15,,0.37,0.62,NaN,NaN
Away,RECOVERY,INTERCEPTION,2,98140,3925.6,98140,3925.6,15,,0.37,0.62,NaN,NaN
Away,PASS,HEAD,2,98140,3925.6,98198,3927.92,15,24,0.37,0.62,0.57,0.61
Home,CHALLENGE,AERIAL-FAULT-WON,2,98195,3927.8,98195,3927.8,3,,0.58,0.6,NaN,NaN
Away,CHALLENGE,AERIAL-FAULT-LOST,2,98198,3927.92,98198,3927.92,24,,0.57,0.61,NaN,NaN
Away,BALL LOST,,2,98198,3927.92,98198,3927.92,24,,0.57,0.61,NaN,NaN
Home,SET PIECE,FREE KICK,2,98298,3931.92,98298,3931.92,2,,NaN,NaN,NaN,NaN
Home,PASS,,2,98298,3931.92,98349,3933.96,2,4,0.69,0.67,0.57,0.88
Home,PASS,,2,98407,3936.28,98432,3937.28,4,8,0.46,0.88,0.41,0.98
Home,PASS,,2,98443,3937.72,98473,3938.92,8,6,0.42,0.98,0.48,0.85
Home,PASS,,2,98530,3941.2,98576,3943.04,6,12,0.49,0.86,0.44,0.54
Home,PASS,,2,98615,3944.6,98663,3946.52,12,5,0.4,0.43,0.24,0.1
Home,BALL LOST,CROSS-INTERCEPTION,2,98782,3951.28,98799,3951.96,5,,0.06,0.27,0.01,0.45
Away,RECOVERY,INTERCEPTION,2,98800,3952,98800,3952,25,,0,0.44,NaN,NaN
Away,BALL LOST,,2,98800,3952,98861,3954.44,25,,0,0.44,0.09,0.66
Home,RECOVERY,,2,98860,3954.4,98860,3954.4,8,,0.1,0.67,NaN,NaN
Home,PASS,,2,98931,3957.24,98958,3958.32,8,4,0.17,0.69,0.18,0.78
Home,PASS,CROSS,2,98958,3958.32,99005,3960.2,4,5,0.18,0.78,0.04,0.36
Home,SHOT,ON TARGET-SAVED,2,99005,3960.2,99014,3960.56,5,,0.04,0.36,0,0.45
Away,RECOVERY,SAVED,2,99012,3960.48,99012,3960.48,25,,0.02,0.48,NaN,NaN
Away,BALL LOST,WOODWORK,2,99012,3960.48,99014,3960.56,25,,0.02,0.48,0,0.45
Home,RECOVERY,,2,99032,3961.28,99032,3961.28,9,,0.02,0.54,NaN,NaN
Home,SHOT,ON TARGET-GOAL,2,99032,3961.28,99046,3961.84,9,,0.02,0.54,-0.01,0.51
Away,SET PIECE,KICK OFF,2,100653,4026.12,100653,4026.12,19,,NaN,NaN,NaN,NaN
Away,PASS,,2,100653,4026.12,100675,4027,19,21,0.5,0.51,0.42,0.47
Away,PASS,,2,100798,4031.92,100833,4033.32,21,22,0.57,0.27,0.61,0.06
Away,PASS,,2,100847,4033.88,100877,4035.08,22,20,0.61,0.05,0.5,0.2
Away,PASS,,2,100892,4035.68,100919,4036.76,20,16,0.49,0.21,0.43,0.44
Away,PASS,,2,100965,4038.6,101002,4040.08,16,15,0.44,0.5,0.45,0.79
Away,BALL LOST,INTERCEPTION,2,101098,4043.92,101133,4045.32,15,,0.56,0.8,0.8,0.54
Home,RECOVERY,INTERCEPTION,2,101128,4045.12,101128,4045.12,2,,0.8,0.55,NaN,NaN
Home,BALL LOST,,2,101128,4045.12,101189,4047.56,2,,0.8,0.55,0.4,0.62
Away,RECOVERY,,2,101193,4047.72,101193,4047.72,16,,0.42,0.67,NaN,NaN
Away,PASS,,2,101228,4049.12,101276,4051.04,16,25,0.38,0.7,0.15,0.52
Away,PASS,,2,101352,4054.08,101390,4055.6,25,20,0.19,0.51,0.35,0.24
Away,PASS,,2,101419,4056.76,101454,4058.16,20,22,0.37,0.23,0.56,0.07
Away,PASS,,2,101490,4059.6,101522,4060.88,22,23,0.57,0.06,0.71,0.31
Home,CHALLENGE,TACKLE-FAULT-LOST,2,101530,4061.2,101530,4061.2,12,,0.7,0.3,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-WON,2,101534,4061.36,101534,4061.36,23,,0.71,0.3,NaN,NaN
Away,FAULT RECEIVED,,2,101534,4061.36,101534,4061.36,23,,0.71,0.3,NaN,NaN
Away,SET PIECE,FREE KICK,2,102523,4100.92,102523,4100.92,21,,NaN,NaN,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,102523,4100.92,102563,4102.52,21,,0.7,0.27,0.99,0.5
Home,RECOVERY,INTERCEPTION,2,102562,4102.48,102562,4102.48,11,,0.98,0.5,NaN,NaN
Home,PASS,,2,102715,4108.6,102753,4110.12,11,12,0.88,0.49,0.63,0.61
Home,PASS,,2,102793,4111.72,102858,4114.32,12,10,0.62,0.55,0.34,0.12
Home,BALL LOST,CROSS-INTERCEPTION,2,102915,4116.6,102950,4118,10,,0.19,0.08,0.11,0.44
Away,RECOVERY,INTERCEPTION,2,102953,4118.12,102953,4118.12,16,,0.13,0.46,NaN,NaN
Away,PASS,CLEARANCE,2,102953,4118.12,102975,4119,16,21,0.13,0.46,0.15,0.3
Away,PASS,,2,102995,4119.8,103025,4121,21,16,0.14,0.3,0.06,0.4
Away,PASS,,2,103025,4121,103053,4122.12,16,21,0.06,0.4,0.16,0.34
Away,PASS,,2,103080,4123.2,103115,4124.6,21,22,0.16,0.33,0.09,0.2
Away,BALL LOST,INTERCEPTION,2,103169,4126.76,103212,4128.48,22,,0.11,0.12,0.33,0.06
Home,RECOVERY,INTERCEPTION,2,103210,4128.4,103210,4128.4,7,,0.34,0.11,NaN,NaN
Home,PASS,,2,103210,4128.4,103262,4130.48,7,10,0.34,0.11,0.26,0.07
Away,CHALLENGE,TACKLE-FAULT-LOST,2,103261,4130.44,103261,4130.44,21,,0.27,0.09,NaN,NaN
Home,CHALLENGE,GROUND-FAULT-WON,2,103262,4130.48,103262,4130.48,10,,0.26,0.07,NaN,NaN
Home,FAULT RECEIVED,,2,103262,4130.48,103262,4130.48,10,,0.26,0.07,NaN,NaN
Home,SET PIECE,FREE KICK,2,103550,4142,103550,4142,10,,NaN,NaN,NaN,NaN
Home,PASS,,2,103550,4142,103569,4142.76,10,6,0.28,0.13,0.33,0.18
Home,PASS,,2,103604,4144.16,103646,4145.84,6,3,0.34,0.19,0.45,0.48
Home,PASS,,2,103673,4146.92,103746,4149.84,3,4,0.46,0.51,0.42,0.98
Home,PASS,,2,103776,4151.04,103806,4152.24,4,8,0.41,0.99,0.36,0.84
Away,RECOVERY,INTERCEPTION,2,103917,4156.68,103917,4156.68,15,,0.16,0.71,NaN,NaN
Away,PASS,,2,103917,4156.68,103957,4158.28,15,17,0.16,0.71,0.12,0.74
Home,BALL LOST,INTERCEPTION,2,103918,4156.72,103918,4156.72,8,,0.18,0.73,0.14,0.61
Away,BALL LOST,CLEARANCE,2,103957,4158.28,104003,4160.12,17,,0.12,0.74,0.22,0.89
Home,RECOVERY,,2,104003,4160.12,104003,4160.12,12,,0.26,0.87,NaN,NaN
Home,BALL LOST,INTERCEPTION,2,104039,4161.56,104069,4162.76,12,,0.27,0.89,0.33,0.5
Away,RECOVERY,INTERCEPTION,2,104072,4162.88,104072,4162.88,23,,0.33,0.58,NaN,NaN
Away,CHALLENGE,TACKLE-ADVANTAGE-WON,2,104086,4163.44,104086,4163.44,23,,0.36,0.58,NaN,NaN
Home,CHALLENGE,TACKLE-ADVANTAGE-LOST,2,104087,4163.48,104087,4163.48,10,,0.35,0.59,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,104247,4169.88,104252,4170.08,23,,0.77,0.67,0.81,0.66
Home,CHALLENGE,GROUND-WON,2,104252,4170.08,104252,4170.08,2,,0.79,0.66,NaN,NaN
Home,RECOVERY,INTERCEPTION,2,104252,4170.08,104252,4170.08,2,,0.79,0.66,NaN,NaN
Home,PASS,,2,104252,4170.08,104305,4172.2,2,11,0.79,0.66,0.98,0.66
Home,PASS,,2,104465,4178.6,104510,4180.4,11,6,0.95,0.69,0.73,0.5
Home,PASS,,2,104554,4182.16,104597,4183.88,6,5,0.72,0.48,0.61,0.21
Home,PASS,,2,104662,4186.48,104692,4187.68,5,7,0.54,0.2,0.47,0.04
Home,PASS,,2,104710,4188.4,104758,4190.32,7,6,0.47,0.04,0.57,0.17
Home,CHALLENGE,GROUND-WON,2,104758,4190.32,104758,4190.32,6,,0.57,0.17,NaN,NaN
Home,PASS,,2,104851,4194.04,104881,4195.24,6,12,0.63,0.23,0.59,0.38
Home,PASS,,2,104906,4196.24,104926,4197.04,12,10,0.59,0.36,0.48,0.43
Home,PASS,,2,104951,4198.04,105013,4200.52,10,4,0.48,0.45,0.55,0.89
Home,PASS,,2,105103,4204.12,105138,4205.52,4,8,0.44,0.85,0.4,0.98
Home,PASS,,2,105150,4206,105177,4207.08,8,9,0.4,0.97,0.34,0.82
Home,PASS,,2,105202,4208.08,105217,4208.68,9,8,0.36,0.87,0.39,0.98
Home,PASS,,2,105228,4209.12,105282,4211.28,8,4,0.38,0.98,0.54,0.95
Home,PASS,,2,105335,4213.4,105387,4215.48,4,3,0.52,0.92,0.67,0.7
Home,PASS,,2,105419,4216.76,105446,4217.84,3,2,0.68,0.67,0.68,0.36
Home,PASS,,2,105477,4219.08,105509,4220.36,2,7,0.7,0.33,0.68,0.1
Home,CHALLENGE,TACKLE-WON,2,105538,4221.52,105538,4221.52,7,,0.7,0.08,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,2,105545,4221.8,105545,4221.8,22,,0.69,0.08,NaN,NaN
Home,BALL LOST,INTERCEPTION,2,105620,4224.8,105645,4225.8,7,,0.56,0.08,0.54,0.22
Away,RECOVERY,INTERCEPTION,2,105645,4225.8,105645,4225.8,22,,0.53,0.18,NaN,NaN
Away,PASS,,2,105645,4225.8,105675,4227,22,16,0.53,0.18,0.39,0.28
Away,BALL LOST,INTERCEPTION,2,105736,4229.44,105791,4231.64,16,,0.43,0.36,0.75,0.47
Home,RECOVERY,INTERCEPTION,2,105794,4231.76,105794,4231.76,3,,0.76,0.49,NaN,NaN
Home,PASS,,2,105794,4231.76,105840,4233.6,3,12,0.76,0.49,0.73,0.29
Home,CHALLENGE,TACKLE-WON,2,105840,4233.6,105840,4233.6,12,,0.73,0.29,NaN,NaN
Home,PASS,,2,105840,4233.6,105869,4234.76,12,2,0.73,0.29,0.84,0.31
Away,CHALLENGE,TACKLE-LOST,2,105842,4233.68,105842,4233.68,18,,0.74,0.3,NaN,NaN
Home,PASS,,2,105869,4234.76,105913,4236.52,2,7,0.84,0.31,0.72,0.13
Home,PASS,,2,105943,4237.72,105968,4238.72,7,12,0.69,0.12,0.67,0.24
Home,PASS,,2,105987,4239.48,106007,4240.28,12,6,0.67,0.25,0.66,0.4
Home,CHALLENGE,TACKLE-FAULT-WON,2,106034,4241.36,106034,4241.36,6,,0.68,0.41,NaN,NaN
Home,FAULT RECEIVED,,2,106034,4241.36,106034,4241.36,6,,0.68,0.41,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-LOST,2,106036,4241.44,106036,4241.44,19,,0.67,0.41,NaN,NaN
Home,SET PIECE,FREE KICK,2,107263,4290.52,107263,4290.52,2,,NaN,NaN,NaN,NaN
Home,PASS,,2,107299,4291.96,107316,4292.64,2,6,0.7,0.42,0.64,0.58
Home,PASS,,2,107350,4294,107370,4294.8,6,8,0.61,0.68,0.53,0.91
Home,PASS,,2,107400,4296,107430,4297.2,8,3,0.55,0.89,0.74,0.64
Home,PASS,,2,107485,4299.4,107525,4301,3,2,0.76,0.66,0.75,0.28
Home,PASS,,2,107585,4303.4,107688,4307.52,2,5,0.71,0.24,0.21,0.09
Home,BALL LOST,INTERCEPTION,2,107694,4307.76,107754,4310.16,5,,0.19,0.09,0.09,0.41
Away,CHALLENGE,TACKLE-WON,2,107708,4308.32,107708,4308.32,16,,0.15,0.13,NaN,NaN
Away,RECOVERY,INTERCEPTION,2,107708,4308.32,107708,4308.32,16,,0.15,0.13,NaN,NaN
Away,PASS,,2,107752,4310.08,107777,4311.08,16,15,0.11,0.19,0.08,0.33
Away,PASS,,2,107787,4311.48,107802,4312.08,15,16,0.07,0.32,0.12,0.24
Away,BALL LOST,INTERCEPTION,2,107805,4312.2,107830,4313.2,16,,0.13,0.24,0.41,0.18
Home,RECOVERY,INTERCEPTION,2,107829,4313.16,107829,4313.16,7,,0.37,0.14,NaN,NaN
Home,BALL LOST,INTERCEPTION,2,107832,4313.28,107850,4314,7,,0.36,0.15,0.38,0.21
Away,RECOVERY,INTERCEPTION,2,107849,4313.96,107849,4313.96,27,,0.33,0.14,NaN,NaN
Away,BALL LOST,INTERCEPTION,2,107890,4315.6,107917,4316.68,27,,0.35,0.02,0.55,0.26
Home,RECOVERY,INTERCEPTION,2,107917,4316.68,107917,4316.68,2,,0.55,0.18,NaN,NaN
Home,PASS,,2,107932,4317.28,107962,4318.48,2,7,0.56,0.17,0.44,0.05
Home,PASS,,2,107969,4318.76,108027,4321.08,7,2,0.45,0.06,0.65,0.11
Home,PASS,,2,108077,4323.08,108099,4323.96,2,6,0.67,0.22,0.61,0.33
Home,CHALLENGE,TACKLE-WON,2,108136,4325.44,108136,4325.44,6,,0.62,0.28,NaN,NaN
Home,PASS,,2,108161,4326.44,108213,4328.52,6,5,0.64,0.24,0.51,0.12
Home,CHALLENGE,TACKLE-LOST,2,108218,4328.72,108218,4328.72,5,,0.51,0.11,NaN,NaN
Home,BALL LOST,THEFT,2,108222,4328.88,108229,4329.16,5,,0.51,0.1,0.54,0.11
Away,CHALLENGE,TACKLE-WON,2,108227,4329.08,108227,4329.08,20,,0.52,0.1,NaN,NaN
Away,RECOVERY,THEFT,2,108227,4329.08,108227,4329.08,20,,0.52,0.1,NaN,NaN
Away,PASS,,2,108232,4329.28,108239,4329.56,20,27,0.52,0.08,0.59,0.05
Away,PASS,,2,108253,4330.12,108268,4330.72,27,20,0.58,0.06,0.54,0.07
Away,PASS,,2,108326,4333.04,108361,4334.44,20,19,0.6,0.11,0.54,0.2
Away,PASS,,2,108488,4339.52,108511,4340.44,19,27,0.73,0.33,0.82,0.12
Away,SHOT,ON TARGET-SAVED,2,108611,4344.44,108628,4345.12,27,,0.92,0.28,0.99,0.51
Home,RECOVERY,SAVED,2,108628,4345.12,108628,4345.12,11,,0.99,0.45,NaN,NaN
Home,PASS,,2,108710,4348.4,108748,4349.92,11,5,0.98,0.43,0.79,0.2
Home,PASS,,2,108818,4352.72,108873,4354.92,5,10,0.65,0.11,0.54,0.22
Home,PASS,,2,109010,4360.4,109035,4361.4,10,8,0.27,0.45,0.17,0.39
Home,BALL LOST,THEFT,2,109058,4362.32,109088,4363.52,8,,0.16,0.39,0.2,0.41
Away,CHALLENGE,TACKLE-WON,2,109083,4363.32,109083,4363.32,19,,0.19,0.45,NaN,NaN
Away,RECOVERY,THEFT,2,109083,4363.32,109083,4363.32,19,,0.19,0.45,NaN,NaN
Away,PASS,,2,109085,4363.4,109112,4364.48,19,20,0.19,0.45,0.23,0.36
Away,PASS,,2,109124,4364.96,109167,4366.68,20,21,0.22,0.35,0.24,0.26
Away,PASS,,2,109194,4367.76,109222,4368.88,21,19,0.24,0.25,0.25,0.44
Away,PASS,,2,109284,4371.36,109324,4372.96,19,18,0.32,0.48,0.43,0.74
Away,PASS,,2,109337,4373.48,109367,4374.68,18,17,0.44,0.78,0.39,0.84
Away,PASS,,2,109377,4375.08,109405,4376.2,17,19,0.39,0.83,0.43,0.61
Away,PASS,,2,109502,4380.08,109535,4381.4,19,21,0.53,0.59,0.5,0.34
Away,PASS,,2,109590,4383.6,109635,4385.4,21,27,0.56,0.28,0.72,0.02
Away,PASS,,2,109775,4391,109797,4391.88,27,19,0.81,0.25,0.72,0.47
Home,CHALLENGE,TACKLE-WON,2,109812,4392.48,109812,4392.48,6,,0.74,0.48,NaN,NaN
Home,RECOVERY,THEFT,2,109812,4392.48,109812,4392.48,6,,0.74,0.48,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,2,109813,4392.52,109813,4392.52,19,,0.73,0.48,NaN,NaN
Away,BALL LOST,THEFT,2,109813,4392.52,109818,4392.72,19,,0.73,0.48,0.73,0.49
Home,PASS,,2,109815,4392.6,109850,4394,6,10,0.74,0.49,0.68,0.67
Away,CHALLENGE,TACKLE-LOST,2,109858,4394.32,109858,4394.32,17,,0.69,0.66,NaN,NaN
Home,PASS,,2,109886,4395.44,109904,4396.16,10,8,0.68,0.63,0.65,0.76
Home,CHALLENGE,TACKLE-FAULT-WON,2,110001,4400.04,110001,4400.04,8,,0.51,0.66,NaN,NaN
Home,FAULT RECEIVED,,2,110001,4400.04,110001,4400.04,8,,0.51,0.66,NaN,NaN
Away,CHALLENGE,TACKLE-FAULT-LOST,2,110010,4400.4,110010,4400.4,19,,0.5,0.65,NaN,NaN
Home,SET PIECE,FREE KICK,2,113288,4531.52,113288,4531.52,3,,NaN,NaN,NaN,NaN
Home,PASS,,2,113294,4531.76,113314,4532.56,3,12,0.69,0.65,0.61,0.75
Home,PASS,,2,113320,4532.8,113347,4533.88,12,3,0.61,0.75,0.73,0.64
Home,BALL LOST,INTERCEPTION,2,113390,4535.6,113448,4537.92,3,,0.77,0.56,0.47,0.3
Away,CHALLENGE,AERIAL-WON,2,113447,4537.88,113447,4537.88,20,,0.48,0.33,NaN,NaN
Away,RECOVERY,INTERCEPTION,2,113447,4537.88,113447,4537.88,20,,0.48,0.33,NaN,NaN
Home,CHALLENGE,AERIAL-LOST,2,113448,4537.92,113448,4537.92,13,,0.48,0.33,NaN,NaN
Away,PASS,HEAD,2,113452,4538.08,113494,4539.76,20,21,0.48,0.32,0.51,0.41
Away,PASS,,2,113498,4539.92,113541,4541.64,21,15,0.51,0.41,0.36,0.57
Away,PASS,,2,113568,4542.72,113588,4543.52,15,16,0.35,0.59,0.34,0.4
Away,PASS,,2,113631,4545.24,113673,4546.92,16,27,0.35,0.36,0.54,0.03
Away,PASS,,2,113726,4549.04,113751,4550.04,27,21,0.57,0.03,0.51,0.28
Away,BALL LOST,INTERCEPTION,2,113816,4552.64,113858,4554.32,21,,0.57,0.33,0.82,0.36
Home,RECOVERY,INTERCEPTION,2,113858,4554.32,113858,4554.32,2,,0.81,0.39,NaN,NaN
Home,BALL LOST,CLEARANCE,2,113862,4554.48,113954,4558.16,2,,0.81,0.4,0.64,0.89
Away,RECOVERY,INTERCEPTION,2,113953,4558.12,113953,4558.12,17,,0.66,0.89,NaN,NaN
Away,PASS,,2,113957,4558.28,114002,4560.08,17,26,0.66,0.88,0.81,0.89
Away,BALL LOST,INTERCEPTION,2,114107,4564.28,114119,4564.76,26,,0.95,0.78,0.98,0.75
Home,CHALLENGE,TACKLE-WON,2,114109,4564.36,114109,4564.36,4,,0.95,0.77,NaN,NaN
Home,RECOVERY,INTERCEPTION,2,114109,4564.36,114109,4564.36,4,,0.95,0.77,NaN,NaN
